REQUEST_ID,USER_ID,REQUEST_TYPE,CREATED_DATE,COMPLETED_DATE,STATUS,PRIORITY
5732,3209,Refund Request,6/6/2024,,Open,Medium
5733,3814,Technical Bug,6/14/2024,6/16/2024,Closed,Low
5734,1253,Account Update,5/18/2024,,Open,Low
5735,1520,Login Issue,6/3/2024,,Open,Medium
5736,1976,Payment Issue,2/7/2024,2/16/2024,Closed,Medium
5737,4722,Refund Request,1/28/2024,2/7/2024,Closed,Low
5738,4551,Technical Bug,6/2/2024,,Open,Low
5739,1009,Account Update,4/12/2024,4/13/2024,Closed,Medium
5740,3773,Account Update,6/9/2024,6/16/2024,Closed,Low
5741,3552,Login Issue,6/8/2024,,Open,High
5742,3832,Refund Request,6/1/2024,6/11/2024,Closed,High
5743,4907,Login Issue,1/24/2024,,In Progress,High
5744,2583,Payment Issue,6/16/2024,6/17/2024,Closed,Low
5745,3483,Payment Issue,6/3/2024,6/5/2024,Closed,Low
5746,2134,Payment Issue,2/15/2024,2/18/2024,Closed,High
5747,1152,Account Update,3/24/2024,4/2/2024,Closed,Low
5748,2658,Refund Request,4/6/2024,4/16/2024,Closed,Low
5749,3964,Login Issue,3/9/2024,,In Progress,Low
5750,3916,Login Issue,3/9/2024,,Open,Low
5751,4173,Payment Issue,2/8/2024,,In Progress,Medium
5752,3800,Refund Request,6/5/2024,,In Progress,High
5753,2856,Refund Request,3/15/2024,,In Progress,Medium
5754,2214,Technical Bug,3/26/2024,3/28/2024,Closed,Medium
5755,2752,Refund Request,1/31/2024,,In Progress,Low
5756,3610,Refund Request,3/5/2024,,Open,Medium
5757,4875,Login Issue,1/15/2024,1/24/2024,Closed,Low
5758,2104,Refund Request,3/23/2024,,Open,Low
5759,3536,Refund Request,3/14/2024,,In Progress,Low
5760,1894,Login Issue,1/9/2024,1/11/2024,Closed,Medium
5761,2111,Refund Request,1/13/2024,,Open,Low
5762,4265,Login Issue,4/29/2024,,In Progress,High
5763,1103,Technical Bug,2/14/2024,2/21/2024,Closed,High
5764,4854,Account Update,3/30/2024,4/8/2024,Closed,Low
5765,4167,Login Issue,5/13/2024,,Open,Medium
5766,4494,Login Issue,4/13/2024,,In Progress,Medium
5767,2914,Refund Request,2/13/2024,2/17/2024,Closed,High
5768,4269,Login Issue,1/2/2024,1/12/2024,Closed,High
5769,4072,Payment Issue,6/5/2024,6/13/2024,Closed,Low
5770,2006,Payment Issue,6/24/2024,7/2/2024,Closed,Low
5771,1406,Technical Bug,5/4/2024,5/5/2024,Closed,Low
5772,2401,Login Issue,1/12/2024,1/21/2024,Closed,Medium
5773,1166,Refund Request,4/23/2024,4/28/2024,Closed,Low
5774,1508,Refund Request,3/7/2024,3/8/2024,Closed,Medium
5775,2661,Account Update,6/26/2024,,In Progress,Low
5776,3360,Technical Bug,1/11/2024,1/16/2024,Closed,High
5777,4664,Refund Request,1/5/2024,1/7/2024,Closed,Low
5778,4489,Account Update,2/14/2024,2/19/2024,Closed,Low
5779,1762,Refund Request,4/26/2024,5/5/2024,Closed,Medium
5780,1680,Account Update,6/23/2024,,In Progress,Low
5781,3524,Payment Issue,5/13/2024,,Open,Medium
5782,3120,Payment Issue,3/20/2024,3/21/2024,Closed,Medium
5783,2164,Refund Request,4/3/2024,,Open,High
5784,1581,Technical Bug,3/24/2024,,Open,High
5785,1261,Login Issue,3/29/2024,,Open,High
5786,2363,Technical Bug,4/20/2024,,In Progress,Medium
5787,2331,Technical Bug,3/7/2024,,In Progress,Medium
5788,3292,Login Issue,6/23/2024,,Open,Low
5789,2538,Payment Issue,6/10/2024,6/16/2024,Closed,Medium
5790,4408,Payment Issue,1/12/2024,,Open,High
5791,4646,Login Issue,1/27/2024,1/31/2024,Closed,Low
5792,1560,Account Update,4/14/2024,4/16/2024,Closed,Medium
5793,2099,Technical Bug,3/26/2024,,Open,High
5794,2903,Refund Request,4/26/2024,,Open,High
5795,1174,Payment Issue,6/4/2024,,In Progress,Low
5796,3156,Refund Request,6/21/2024,6/23/2024,Closed,Low
5797,3230,Login Issue,5/9/2024,,Open,Low
5798,1191,Refund Request,5/16/2024,5/17/2024,Closed,Medium
5799,1064,Refund Request,1/31/2024,,In Progress,Low
5800,4920,Technical Bug,6/12/2024,6/15/2024,Closed,Low
5801,4010,Login Issue,4/22/2024,4/23/2024,Closed,Low
5802,2497,Refund Request,4/14/2024,4/23/2024,Closed,Low
5803,4854,Payment Issue,1/15/2024,1/20/2024,Closed,Medium
5804,4171,Login Issue,4/6/2024,4/16/2024,Closed,Medium
5805,2567,Payment Issue,1/31/2024,,In Progress,High
5806,3911,Account Update,6/3/2024,,Open,Low
5807,2151,Refund Request,1/2/2024,1/6/2024,Closed,Medium
5808,4523,Login Issue,2/12/2024,,Open,Medium
5809,2937,Payment Issue,4/24/2024,,Open,Low
5810,1368,Refund Request,5/2/2024,5/12/2024,Closed,High
5811,1850,Technical Bug,1/1/2024,,In Progress,Low
5812,1042,Payment Issue,1/9/2024,,Open,Medium
5813,2907,Payment Issue,5/9/2024,,In Progress,Medium
5814,4490,Account Update,4/10/2024,4/17/2024,Closed,Medium
5815,3535,Technical Bug,4/19/2024,4/22/2024,Closed,Low
5816,1077,Account Update,5/19/2024,,Open,Medium
5817,3873,Technical Bug,5/17/2024,5/24/2024,Closed,Medium
5818,2824,Payment Issue,4/20/2024,4/27/2024,Closed,Medium
5819,2293,Account Update,3/5/2024,3/8/2024,Closed,High
5820,1673,Refund Request,3/5/2024,3/9/2024,Closed,Medium
5821,1700,Technical Bug,3/1/2024,3/9/2024,Closed,Low
5822,1758,Payment Issue,4/4/2024,4/14/2024,Closed,Low
5823,2923,Login Issue,2/4/2024,2/13/2024,Closed,Medium
5824,3775,Technical Bug,5/18/2024,,In Progress,Medium
5825,4386,Technical Bug,2/7/2024,2/12/2024,Closed,Low
5826,3972,Refund Request,4/23/2024,,Open,Low
5827,4922,Technical Bug,2/8/2024,2/14/2024,Closed,Low
5828,1901,Technical Bug,5/28/2024,5/30/2024,Closed,Medium
5829,3936,Refund Request,4/29/2024,,Open,Medium
5830,1992,Refund Request,6/12/2024,6/19/2024,Closed,Medium
5831,2191,Account Update,4/19/2024,4/25/2024,Closed,Low
5832,3386,Payment Issue,1/20/2024,1/30/2024,Closed,Medium
5833,3240,Payment Issue,2/12/2024,,Open,Medium
5834,2476,Account Update,5/28/2024,,In Progress,Low
5835,3330,Payment Issue,6/11/2024,,In Progress,Low
5836,4407,Technical Bug,3/4/2024,,In Progress,Medium
5837,1389,Account Update,4/16/2024,,Open,High
5838,1999,Account Update,2/1/2024,,In Progress,Low
5839,1524,Payment Issue,2/5/2024,2/10/2024,Closed,High
5840,4311,Login Issue,4/14/2024,4/16/2024,Closed,Low
5841,2855,Payment Issue,3/9/2024,,Open,Low
5842,2506,Login Issue,4/18/2024,4/22/2024,Closed,Medium
5843,1658,Account Update,6/28/2024,,In Progress,Medium
5844,3763,Login Issue,5/11/2024,,Open,Low
5845,4663,Technical Bug,1/7/2024,,Open,Medium
5846,1890,Refund Request,3/24/2024,,Open,Low
5847,4626,Login Issue,5/31/2024,,Open,Medium
5848,2481,Refund Request,5/28/2024,6/5/2024,Closed,Low
5849,4160,Technical Bug,5/26/2024,,In Progress,Medium
5850,4731,Refund Request,6/4/2024,,Open,Medium
5851,4166,Technical Bug,6/8/2024,6/9/2024,Closed,Medium
5852,1451,Refund Request,2/3/2024,2/11/2024,Closed,Medium
5853,3475,Refund Request,1/16/2024,,Open,Medium
5854,4222,Payment Issue,2/7/2024,2/10/2024,Closed,Medium
5855,2537,Login Issue,4/24/2024,,Open,High
5856,4447,Refund Request,3/21/2024,3/29/2024,Closed,Medium
5857,4093,Account Update,4/28/2024,,Open,Medium
5858,1882,Payment Issue,5/11/2024,5/20/2024,Closed,Medium
5859,1312,Login Issue,2/25/2024,,Open,Medium
5860,1839,Payment Issue,6/16/2024,,In Progress,Low
5861,3566,Login Issue,4/29/2024,,In Progress,Medium
5862,4277,Technical Bug,2/19/2024,2/27/2024,Closed,Low
5863,1374,Refund Request,4/18/2024,4/25/2024,Closed,Low
5864,1450,Account Update,4/26/2024,,Open,Medium
5865,4697,Payment Issue,6/16/2024,6/21/2024,Closed,Low
5866,4855,Payment Issue,4/15/2024,4/25/2024,Closed,High
5867,4062,Payment Issue,3/22/2024,3/29/2024,Closed,Medium
5868,1594,Payment Issue,4/23/2024,,Open,Medium
5869,4250,Refund Request,2/18/2024,,Open,Low
5870,2233,Login Issue,2/17/2024,2/22/2024,Closed,Medium
5871,1499,Refund Request,5/13/2024,,Open,Medium
5872,1463,Technical Bug,5/5/2024,5/8/2024,Closed,Low
5873,4911,Refund Request,5/12/2024,,Open,High
5874,4195,Refund Request,3/19/2024,,In Progress,Low
5875,1112,Technical Bug,6/21/2024,6/24/2024,Closed,Medium
5876,2035,Refund Request,5/23/2024,,Open,High
5877,4197,Login Issue,4/21/2024,4/28/2024,Closed,High
5878,4636,Account Update,5/24/2024,5/29/2024,Closed,Medium
5879,3378,Technical Bug,4/29/2024,4/30/2024,Closed,Medium
5880,2924,Payment Issue,4/10/2024,4/16/2024,Closed,High
5881,4354,Login Issue,4/16/2024,,Open,High
5882,1139,Account Update,3/19/2024,,Open,Medium
5883,2424,Login Issue,6/11/2024,6/20/2024,Closed,Medium
5884,3949,Login Issue,1/8/2024,,In Progress,Medium
5885,4168,Payment Issue,4/8/2024,,In Progress,Low
5886,1516,Account Update,3/1/2024,,Open,Low
5887,3616,Login Issue,4/9/2024,4/17/2024,Closed,Medium
5888,2947,Payment Issue,1/27/2024,,In Progress,Low
5889,3893,Technical Bug,4/28/2024,,Open,Medium
5890,4140,Payment Issue,1/20/2024,1/22/2024,Closed,Medium
5891,3165,Refund Request,2/26/2024,3/6/2024,Closed,Medium
5892,1887,Payment Issue,1/23/2024,1/27/2024,Closed,Low
5893,4130,Payment Issue,4/9/2024,4/12/2024,Closed,Medium
5894,4104,Payment Issue,5/9/2024,,In Progress,High
5895,2341,Login Issue,6/3/2024,,Open,Medium
5896,1049,Account Update,6/8/2024,6/13/2024,Closed,Low
5897,4951,Payment Issue,6/26/2024,,Open,Medium
5898,4560,Payment Issue,2/9/2024,2/12/2024,Closed,High
5899,1018,Refund Request,4/13/2024,,In Progress,Medium
5900,1725,Refund Request,2/2/2024,2/9/2024,Closed,Medium
5901,3244,Technical Bug,1/29/2024,2/3/2024,Closed,Low
5902,4962,Technical Bug,2/2/2024,2/4/2024,Closed,Low
5903,2473,Refund Request,4/9/2024,,Open,Low
5904,3606,Account Update,5/24/2024,,Open,Low
5905,4750,Technical Bug,3/14/2024,3/16/2024,Closed,Medium
5906,1451,Account Update,3/5/2024,3/10/2024,Closed,Medium
5907,3336,Refund Request,5/1/2024,5/8/2024,Closed,Medium
5908,2164,Technical Bug,2/12/2024,2/13/2024,Closed,Low
5909,2107,Payment Issue,4/26/2024,4/27/2024,Closed,Medium
5910,4765,Refund Request,5/6/2024,,Open,Medium
5911,3438,Technical Bug,4/9/2024,4/15/2024,Closed,High
5912,4662,Account Update,3/31/2024,,In Progress,Low
5913,1214,Account Update,2/12/2024,,In Progress,Low
5914,2549,Technical Bug,6/13/2024,6/16/2024,Closed,Medium
5915,3262,Account Update,2/15/2024,,Open,Medium
5916,4474,Technical Bug,1/25/2024,2/4/2024,Closed,High
5917,1127,Technical Bug,4/7/2024,4/15/2024,Closed,Medium
5918,2845,Account Update,4/2/2024,,Open,High
5919,4548,Login Issue,4/8/2024,4/15/2024,Closed,Medium
5920,1759,Payment Issue,4/14/2024,,In Progress,Low
5921,3451,Refund Request,6/27/2024,6/28/2024,Closed,High
5922,4100,Payment Issue,3/14/2024,3/22/2024,Closed,Low
5923,2815,Refund Request,4/26/2024,5/3/2024,Closed,Low
5924,3385,Refund Request,2/7/2024,,Open,High
5925,3878,Payment Issue,6/14/2024,,Open,Low
5926,3761,Technical Bug,1/1/2024,,In Progress,Low
5927,1360,Account Update,2/23/2024,,Open,Low
5928,1568,Login Issue,4/5/2024,4/10/2024,Closed,Medium
5929,2415,Login Issue,1/22/2024,1/23/2024,Closed,Low
5930,3265,Login Issue,1/19/2024,,In Progress,Low
5931,2597,Payment Issue,2/3/2024,2/10/2024,Closed,Medium
5932,2692,Payment Issue,2/13/2024,,Open,High
5933,1201,Technical Bug,4/26/2024,4/30/2024,Closed,Low
5934,3064,Login Issue,4/18/2024,4/25/2024,Closed,Medium
5935,3369,Technical Bug,3/7/2024,3/10/2024,Closed,Medium
5936,1517,Login Issue,4/23/2024,5/1/2024,Closed,Low
5937,4641,Payment Issue,6/28/2024,,Open,Low
5938,2348,Account Update,1/22/2024,,In Progress,Medium
5939,2435,Account Update,1/29/2024,2/2/2024,Closed,Medium
5940,2341,Account Update,5/21/2024,5/31/2024,Closed,Low
5941,1680,Account Update,3/2/2024,3/4/2024,Closed,Low
5942,2988,Refund Request,1/15/2024,,Open,Low
5943,4153,Login Issue,5/21/2024,5/27/2024,Closed,Medium
5944,4545,Account Update,4/24/2024,,Open,Medium
5945,2491,Refund Request,5/29/2024,6/6/2024,Closed,Medium
5946,1424,Refund Request,4/6/2024,4/7/2024,Closed,Medium
5947,2968,Refund Request,3/27/2024,,In Progress,High
5948,4802,Technical Bug,5/4/2024,,Open,High
5949,2712,Technical Bug,4/29/2024,4/30/2024,Closed,Medium
5950,4275,Refund Request,1/7/2024,1/12/2024,Closed,Medium
5951,4654,Account Update,3/24/2024,3/27/2024,Closed,Low
5952,4066,Login Issue,1/7/2024,,Open,Low
5953,3434,Payment Issue,1/17/2024,1/20/2024,Closed,Medium
5954,1777,Technical Bug,2/1/2024,,Open,High
5955,3145,Account Update,5/4/2024,,In Progress,Low
5956,4416,Account Update,3/19/2024,3/22/2024,Closed,Medium
5957,2826,Payment Issue,3/2/2024,,In Progress,High
5958,1207,Payment Issue,2/27/2024,,Open,High
5959,2537,Account Update,4/20/2024,,In Progress,Medium
5960,2659,Payment Issue,5/10/2024,,Open,Low
5961,4863,Account Update,3/29/2024,4/7/2024,Closed,Low
5962,3633,Payment Issue,3/20/2024,3/28/2024,Closed,Low
5963,3213,Payment Issue,4/27/2024,5/2/2024,Closed,Medium
5964,1021,Account Update,1/1/2024,,Open,Low
5965,1153,Refund Request,4/19/2024,,Open,Low
5966,2962,Account Update,3/7/2024,3/13/2024,Closed,Medium
5967,4510,Login Issue,5/27/2024,5/30/2024,Closed,Medium
5968,4366,Payment Issue,3/2/2024,3/11/2024,Closed,Medium
5969,1218,Technical Bug,2/25/2024,,Open,High
5970,1668,Payment Issue,2/25/2024,,Open,Low
5971,2518,Login Issue,3/18/2024,,In Progress,Medium
5972,3277,Technical Bug,6/21/2024,6/27/2024,Closed,Medium
5973,3067,Technical Bug,3/19/2024,3/22/2024,Closed,Low
5974,3600,Account Update,4/5/2024,4/8/2024,Closed,Medium
5975,1949,Refund Request,5/25/2024,,In Progress,Medium
5976,3195,Account Update,2/17/2024,,In Progress,Medium
5977,4179,Technical Bug,2/7/2024,,Open,Low
5978,1402,Technical Bug,1/22/2024,,In Progress,High
5979,1595,Refund Request,3/13/2024,3/17/2024,Closed,High
5980,4554,Payment Issue,5/8/2024,5/11/2024,Closed,Low
5981,3414,Refund Request,6/18/2024,6/22/2024,Closed,Medium
5982,4905,Account Update,5/4/2024,5/7/2024,Closed,Medium
5983,2437,Payment Issue,5/3/2024,5/4/2024,Closed,Low
5984,4380,Account Update,3/15/2024,3/16/2024,Closed,Medium
5985,3849,Refund Request,6/5/2024,6/7/2024,Closed,Low
5986,3965,Payment Issue,5/13/2024,5/23/2024,Closed,High
5987,4906,Refund Request,2/25/2024,3/1/2024,Closed,Medium
5988,2157,Login Issue,4/29/2024,,Open,High
5989,2742,Technical Bug,1/12/2024,,Open,Low
5990,2306,Payment Issue,2/8/2024,2/16/2024,Closed,Low
5991,4849,Technical Bug,4/17/2024,,In Progress,Medium
5992,1072,Login Issue,5/19/2024,5/25/2024,Closed,High
5993,1480,Payment Issue,2/2/2024,2/5/2024,Closed,Medium
5994,4423,Technical Bug,4/29/2024,5/9/2024,Closed,Medium
5995,1559,Technical Bug,3/23/2024,,Open,Medium
5996,4397,Payment Issue,1/19/2024,,In Progress,Low
5997,1744,Technical Bug,3/25/2024,,Open,Medium
5998,2466,Technical Bug,5/7/2024,5/12/2024,Closed,Medium
5999,1099,Payment Issue,2/12/2024,2/17/2024,Closed,Low
6000,2082,Technical Bug,3/13/2024,,In Progress,Low
6001,3555,Technical Bug,6/21/2024,,Open,Medium
6002,3305,Account Update,3/26/2024,3/30/2024,Closed,Medium
6003,1412,Account Update,1/19/2024,1/25/2024,Closed,Medium
6004,4523,Login Issue,6/13/2024,6/20/2024,Closed,Low
6005,2088,Account Update,1/11/2024,,Open,Medium
6006,3642,Account Update,5/7/2024,5/10/2024,Closed,Medium
6007,2177,Login Issue,6/1/2024,6/3/2024,Closed,Medium
6008,3008,Technical Bug,4/8/2024,,In Progress,Medium
6009,3313,Technical Bug,2/14/2024,,Open,High
6010,1820,Account Update,3/2/2024,,Open,Medium
6011,4150,Login Issue,4/4/2024,4/8/2024,Closed,High
6012,4386,Technical Bug,5/21/2024,5/23/2024,Closed,Medium
6013,1661,Refund Request,2/3/2024,2/10/2024,Closed,Low
6014,3994,Payment Issue,4/7/2024,4/11/2024,Closed,Low
6015,1559,Payment Issue,2/29/2024,,Open,Low
6016,3964,Payment Issue,3/4/2024,,Open,Low
6017,3938,Account Update,6/27/2024,,Open,Medium
6018,2271,Payment Issue,2/11/2024,,In Progress,Medium
6019,2813,Payment Issue,5/28/2024,6/3/2024,Closed,Medium
6020,3915,Refund Request,4/13/2024,,Open,Medium
6021,1609,Technical Bug,5/12/2024,,Open,Medium
6022,3461,Refund Request,3/6/2024,,In Progress,Low
6023,1024,Account Update,4/23/2024,,In Progress,Low
6024,3028,Payment Issue,5/15/2024,,In Progress,Medium
6025,1283,Technical Bug,3/6/2024,3/13/2024,Closed,Low
6026,2472,Payment Issue,3/27/2024,3/31/2024,Closed,Low
6027,3928,Payment Issue,3/2/2024,,Open,Low
6028,1300,Account Update,5/27/2024,,Open,Low
6029,2091,Payment Issue,5/11/2024,,Open,Low
6030,2030,Login Issue,5/22/2024,,Open,Medium
6031,1816,Technical Bug,1/20/2024,1/30/2024,Closed,Low
6032,4208,Technical Bug,1/24/2024,,In Progress,Low
6033,4235,Login Issue,1/9/2024,,Open,Medium
6034,1082,Account Update,4/25/2024,,In Progress,Low
6035,2920,Payment Issue,5/28/2024,5/29/2024,Closed,Medium
6036,4721,Payment Issue,2/10/2024,2/18/2024,Closed,Low
6037,4491,Technical Bug,1/13/2024,1/21/2024,Closed,High
6038,4144,Account Update,5/12/2024,5/17/2024,Closed,Medium
6039,4308,Account Update,2/15/2024,,Open,Low
6040,3093,Account Update,3/18/2024,3/21/2024,Closed,Low
6041,1617,Payment Issue,3/11/2024,3/15/2024,Closed,Low
6042,3975,Account Update,2/28/2024,,In Progress,Medium
6043,4871,Login Issue,2/20/2024,2/29/2024,Closed,Medium
6044,3309,Refund Request,1/16/2024,1/24/2024,Closed,Low
6045,1175,Account Update,2/20/2024,2/26/2024,Closed,High
6046,2189,Refund Request,5/7/2024,,In Progress,Low
6047,3704,Payment Issue,6/18/2024,6/26/2024,Closed,Medium
6048,1841,Account Update,1/11/2024,,In Progress,High
6049,1369,Technical Bug,3/8/2024,3/17/2024,Closed,High
6050,2818,Payment Issue,4/30/2024,5/7/2024,Closed,Medium
6051,3101,Login Issue,6/28/2024,,Open,High
6052,1689,Login Issue,5/17/2024,5/19/2024,Closed,High
6053,4490,Refund Request,3/12/2024,3/19/2024,Closed,High
6054,2779,Refund Request,6/12/2024,,Open,Low
6055,4578,Technical Bug,2/14/2024,2/20/2024,Closed,Low
6056,2364,Technical Bug,1/6/2024,,In Progress,Low
6057,4198,Login Issue,1/6/2024,1/12/2024,Closed,High
6058,2432,Account Update,3/31/2024,,Open,Low
6059,4995,Login Issue,3/13/2024,3/20/2024,Closed,Low
6060,1366,Login Issue,3/4/2024,,Open,Low
6061,4342,Technical Bug,2/7/2024,2/11/2024,Closed,Medium
6062,1643,Refund Request,3/18/2024,3/22/2024,Closed,Medium
6063,4676,Technical Bug,3/3/2024,3/9/2024,Closed,Low
6064,3426,Technical Bug,4/20/2024,4/28/2024,Closed,Medium
6065,1072,Technical Bug,3/11/2024,,Open,Low
6066,4994,Login Issue,1/20/2024,,In Progress,Low
6067,4993,Account Update,3/17/2024,,In Progress,High
6068,3962,Login Issue,3/4/2024,,Open,Medium
6069,2271,Payment Issue,2/6/2024,,In Progress,Low
6070,1859,Technical Bug,4/17/2024,4/19/2024,Closed,High
6071,4856,Technical Bug,6/12/2024,6/13/2024,Closed,Low
6072,1042,Payment Issue,1/10/2024,,Open,Medium
6073,3424,Technical Bug,6/10/2024,6/13/2024,Closed,Medium
6074,2064,Technical Bug,2/14/2024,,In Progress,Medium
6075,3217,Technical Bug,3/3/2024,,Open,Medium
6076,3259,Payment Issue,1/13/2024,,Open,Low
6077,2516,Login Issue,1/25/2024,,Open,Medium
6078,4751,Technical Bug,5/6/2024,5/13/2024,Closed,Low
6079,3086,Account Update,2/13/2024,,In Progress,Medium
6080,1368,Payment Issue,3/14/2024,3/23/2024,Closed,Medium
6081,3804,Refund Request,4/25/2024,,Open,Medium
6082,1150,Payment Issue,5/31/2024,6/4/2024,Closed,Medium
6083,2134,Login Issue,3/9/2024,3/16/2024,Closed,Low
6084,2503,Payment Issue,2/16/2024,,Open,Low
6085,2459,Refund Request,3/31/2024,4/4/2024,Closed,Low
6086,2070,Account Update,2/19/2024,,Open,High
6087,2023,Refund Request,4/25/2024,,In Progress,High
6088,2598,Payment Issue,6/12/2024,6/18/2024,Closed,High
6089,3784,Refund Request,2/2/2024,,In Progress,Low
6090,3040,Payment Issue,4/1/2024,,In Progress,Medium
6091,2389,Account Update,4/13/2024,,In Progress,Medium
6092,1068,Account Update,5/10/2024,,Open,Medium
6093,3346,Login Issue,6/7/2024,,In Progress,Medium
6094,1943,Account Update,2/29/2024,3/8/2024,Closed,Low
6095,1801,Technical Bug,1/29/2024,1/30/2024,Closed,Medium
6096,3343,Refund Request,6/20/2024,,Open,Medium
6097,3250,Refund Request,6/21/2024,,Open,Low
6098,1060,Payment Issue,4/25/2024,,In Progress,High
6099,1945,Account Update,2/11/2024,,Open,Medium
6100,4010,Login Issue,5/28/2024,,Open,Medium
6101,4901,Login Issue,2/1/2024,2/4/2024,Closed,Medium
6102,2337,Login Issue,6/4/2024,,In Progress,Medium
6103,2184,Technical Bug,6/23/2024,7/2/2024,Closed,Low
6104,1330,Account Update,4/8/2024,,In Progress,Medium
6105,2551,Login Issue,4/29/2024,5/8/2024,Closed,Low
6106,1337,Technical Bug,2/16/2024,,Open,High
6107,2629,Refund Request,1/17/2024,1/21/2024,Closed,Low
6108,2327,Payment Issue,1/29/2024,2/2/2024,Closed,Low
6109,2526,Account Update,2/17/2024,2/19/2024,Closed,High
6110,2673,Account Update,5/9/2024,5/12/2024,Closed,Low
6111,2361,Refund Request,2/2/2024,,Open,Low
6112,2573,Account Update,5/7/2024,,Open,High
6113,3686,Account Update,3/8/2024,3/16/2024,Closed,Low
6114,1274,Account Update,2/8/2024,2/17/2024,Closed,Low
6115,2187,Account Update,5/12/2024,,Open,Low
6116,4514,Technical Bug,4/28/2024,,Open,High
6117,3366,Technical Bug,3/8/2024,3/18/2024,Closed,Low
6118,3636,Payment Issue,2/21/2024,,In Progress,Medium
6119,3551,Account Update,6/28/2024,7/7/2024,Closed,Low
6120,4757,Refund Request,6/5/2024,,Open,Low
6121,3434,Login Issue,6/13/2024,6/19/2024,Closed,Low
6122,2993,Payment Issue,5/15/2024,5/23/2024,Closed,High
6123,1869,Login Issue,5/27/2024,6/6/2024,Closed,Medium
6124,3880,Login Issue,6/17/2024,,Open,Low
6125,2014,Account Update,3/10/2024,3/20/2024,Closed,Low
6126,2911,Refund Request,2/5/2024,2/15/2024,Closed,Medium
6127,1602,Login Issue,2/1/2024,,Open,Medium
6128,4821,Login Issue,1/5/2024,,Open,Low
6129,2799,Payment Issue,4/13/2024,4/18/2024,Closed,Low
6130,1690,Refund Request,5/27/2024,6/4/2024,Closed,Medium
6131,1493,Refund Request,3/8/2024,,In Progress,Medium
6132,1489,Login Issue,5/29/2024,6/1/2024,Closed,Low
6133,3768,Refund Request,6/7/2024,6/16/2024,Closed,Low
6134,4144,Payment Issue,6/17/2024,,Open,Medium
6135,3556,Payment Issue,1/5/2024,,In Progress,Low
6136,1389,Payment Issue,1/10/2024,1/18/2024,Closed,Low
6137,4690,Account Update,4/23/2024,4/26/2024,Closed,Medium
6138,4928,Login Issue,6/13/2024,,Open,Medium
6139,1294,Refund Request,2/25/2024,,Open,Medium
6140,2392,Payment Issue,3/26/2024,4/1/2024,Closed,Medium
6141,3843,Login Issue,5/31/2024,,Open,Medium
6142,3912,Login Issue,4/9/2024,,Open,Low
6143,2717,Account Update,5/23/2024,,Open,Low
6144,3596,Refund Request,1/2/2024,,Open,Low
6145,1648,Refund Request,5/22/2024,5/23/2024,Closed,High
6146,2873,Payment Issue,6/17/2024,6/18/2024,Closed,Medium
6147,1567,Payment Issue,3/3/2024,,Open,Low
6148,4258,Login Issue,6/25/2024,6/29/2024,Closed,Low
6149,3900,Refund Request,6/2/2024,,In Progress,Medium
6150,3817,Refund Request,4/3/2024,,In Progress,Low
6151,1444,Payment Issue,3/6/2024,3/16/2024,Closed,Medium
6152,4641,Technical Bug,4/27/2024,4/28/2024,Closed,High
6153,1362,Login Issue,1/29/2024,,Open,Low
6154,3170,Refund Request,2/9/2024,2/16/2024,Closed,Low
6155,2211,Account Update,1/11/2024,1/14/2024,Closed,Low
6156,1741,Account Update,6/28/2024,6/30/2024,Closed,Low
6157,3041,Technical Bug,5/5/2024,5/11/2024,Closed,Medium
6158,1679,Payment Issue,3/27/2024,3/29/2024,Closed,Low
6159,3467,Payment Issue,3/30/2024,,In Progress,Medium
6160,4697,Payment Issue,3/19/2024,,In Progress,Medium
6161,4323,Account Update,4/12/2024,4/21/2024,Closed,High
6162,2642,Payment Issue,3/21/2024,,Open,Medium
6163,2572,Account Update,4/8/2024,,Open,Low
6164,2358,Technical Bug,4/9/2024,,In Progress,Low
6165,3139,Login Issue,5/10/2024,,Open,Medium
6166,4601,Refund Request,1/11/2024,1/12/2024,Closed,Low
6167,4937,Technical Bug,1/28/2024,1/30/2024,Closed,Low
6168,1062,Account Update,2/17/2024,2/22/2024,Closed,High
6169,4733,Technical Bug,1/28/2024,2/5/2024,Closed,Low
6170,3559,Refund Request,2/15/2024,,In Progress,Low
6171,2162,Login Issue,2/24/2024,,Open,High
6172,4769,Refund Request,3/23/2024,3/28/2024,Closed,Low
6173,4256,Account Update,4/28/2024,,In Progress,Low
6174,2228,Refund Request,1/2/2024,,In Progress,Low
6175,3819,Technical Bug,5/23/2024,5/25/2024,Closed,Medium
6176,4285,Payment Issue,1/11/2024,1/19/2024,Closed,High
6177,1255,Technical Bug,1/3/2024,,In Progress,Medium
6178,1134,Account Update,2/11/2024,2/19/2024,Closed,Low
6179,4644,Login Issue,6/5/2024,6/11/2024,Closed,Low
6180,1874,Refund Request,4/1/2024,4/9/2024,Closed,Medium
6181,1821,Login Issue,6/7/2024,,Open,Medium
6182,3135,Account Update,3/17/2024,3/21/2024,Closed,Medium
6183,4907,Refund Request,6/1/2024,6/6/2024,Closed,Medium
6184,4035,Technical Bug,4/29/2024,5/6/2024,Closed,High
6185,4278,Technical Bug,5/13/2024,,Open,Low
6186,4200,Account Update,4/25/2024,,In Progress,Low
6187,1822,Refund Request,3/7/2024,3/13/2024,Closed,High
6188,4074,Technical Bug,5/29/2024,6/3/2024,Closed,Low
